,ca,t,cs,fs,tot
designations,1,0,0,0,1
desires,0,0,1,0,1
dessert,0,0,1,0,1
destroy,0,0,1,0,1
destruction,1,0,0,0,1
destructive,0,0,0,1,1
deter,1,0,0,0,1
determination,0,0,0,1,1
determing,0,0,0,1,1
dette,0,0,1,0,1
devaluation,0,0,0,1,1
devastation,1,0,0,0,1
develapment,1,0,0,0,1
develeping,1,0,0,0,1
develonmental,1,0,0,0,1
developrnent,1,0,0,0,1
deviation,0,0,0,1,1
deviee,1,0,0,0,1
deys,0,0,0,1,1
diagrams,1,0,0,0,1
dial,1,0,0,0,1
dialup,1,0,0,0,1
dictated,0,0,0,1,1
dictionary,1,0,0,0,1
digos,0,0,0,1,1
dimacan,0,0,1,0,1
dine,0,0,1,0,1
diplodia,1,0,0,0,1
dire,0,0,0,1,1
disasters,1,0,0,0,1
discipline,0,0,1,0,1
discover,1,0,0,0,1
discussing,0,0,0,1,1
discussions,1,0,0,0,1
disorder,1,0,0,0,1
disperse,0,0,0,1,1
displays,1,0,0,0,1
disruptive,0,1,0,0,1
disseminated,0,0,0,1,1
disseminating,0,0,0,1,1
distinct,1,0,0,0,1
distress,0,1,0,0,1
disturbances,0,0,0,1,1
ditions,0,0,1,0,1
divided,1,0,0,0,1
dividend,0,0,0,1,1
divulged,1,0,0,0,1
diysuequiew,0,0,1,0,1
doccansli,0,0,1,0,1
dole,1,0,0,0,1
dollar,0,0,0,1,1
dots,1,0,0,0,1
downloading,1,0,0,0,1
downsides,1,0,0,0,1
dpwh,0,0,0,1,1
drained,0,0,0,1,1
drawback,1,0,0,0,1
drinks,0,0,1,0,1
drivera??s,1,0,0,0,1
drives,0,0,1,0,1
dropping,0,1,0,0,1
droughts,1,0,0,0,1
drunk,1,0,0,0,1
dswd,1,0,0,0,1
ducks,0,0,0,1,1
duplication,0,1,0,0,1
duringits,0,0,0,1,1
duroc,0,0,0,1,1
dust,1,0,0,0,1
duty,0,0,1,0,1
eamed,0,0,0,1,1
eared,0,0,0,1,1
earning,0,0,0,1,1
earnings,0,0,0,1,1
east,0,0,0,1,1
ecommerce,1,0,0,0,1
economical,0,0,0,1,1
ecotourist,1,0,0,0,1
edgardo,0,0,0,1,1
ednan,0,0,0,1,1
educative,1,0,0,0,1
effecting,1,0,0,0,1
eighty,0,0,0,1,1
elaborating,0,1,0,0,1
element,0,1,0,0,1
elementary,1,0,0,0,1
elevate,0,0,1,0,1
elicitation,1,0,0,0,1
elses,1,0,0,0,1
emails,1,0,0,0,1
emergence,0,0,0,1,1
emergencies,0,0,1,0,1
emits,1,0,0,0,1
empathy,0,0,1,0,1
emphasizes,0,0,1,0,1
empirical,0,0,0,1,1
employemnt,0,0,0,1,1
employer,1,0,0,0,1
empowerment,1,0,0,0,1
emrats,1,0,0,0,1
enab,1,0,0,0,1
enabled,1,0,0,0,1
ence,0,0,1,0,1
enclose,0,0,0,1,1
encode,0,1,0,0,1
encoding,0,1,0,0,1
encompasses,1,0,0,0,1
encouragement,1,0,0,0,1
endeavor,0,0,0,1,1
endproduct,0,0,0,1,1
ends,1,0,0,0,1
enferprise,0,0,0,1,1
enforce,1,0,0,0,1
enforcement,1,0,0,0,1
engineering,0,0,0,1,1
enjoys,0,0,0,1,1
enlistments,1,0,0,0,1
enroll,1,0,0,0,1
enrolled,1,0,0,0,1
enrolments,0,1,0,0,1
entered,1,0,0,0,1
entereprise,0,0,0,1,1
entertaining,1,0,0,0,1
entrepreneurship,0,0,0,1,1
enum,1,0,0,0,1
enunuoosip,0,0,1,0,1
environs,0,0,0,1,1
envronment,1,0,0,0,1
eole,1,0,0,0,1
eoustraints,0,1,0,0,1
epoch,0,1,0,0,1
epstein,0,0,1,0,1
equalization,0,1,0,0,1
equipping,0,0,0,1,1
equitably,0,0,1,0,1
ericwer,0,0,1,0,1
esearch,0,0,1,0,1
esperanza,0,0,0,1,1
essentially,1,0,0,0,1
establish,0,0,0,1,1
establishes,1,0,0,0,1
establishing,0,0,0,1,1
esting,0,1,0,0,1
eters,1,0,0,0,1
etfs,1,0,0,0,1
etild,1,0,0,0,1
evacuee,1,0,0,0,1
evalnue,0,0,1,0,1
evaluat,0,0,1,0,1
eventhough,0,0,1,0,1
evidently,0,0,0,1,1
evin,1,0,0,0,1
evolve,1,0,0,0,1
exactly,0,0,0,1,1
examining,1,0,0,0,1
examples,1,0,0,0,1
exceeded,0,0,1,0,1
excel,0,0,1,0,1
exceptions,0,1,0,0,1
excessing,0,1,0,0,1
excluding,0,0,0,1,1
execution,0,0,1,0,1
exemplars,1,0,0,0,1
exemplifies,1,0,0,0,1
exemption,0,1,0,0,1
exert,0,0,1,0,1
exhibited,0,1,0,0,1
existed,0,0,1,0,1
expands,0,0,0,1,1
expect,0,0,0,1,1
experimentation,0,0,0,1,1
expertly,1,0,0,0,1
expiry,0,0,1,0,1
explicitly,0,0,1,0,1
exploited,0,0,0,1,1
exponentially,1,0,0,0,1
expori,0,0,0,1,1
exporter,0,0,0,1,1
extensively,0,0,0,1,1
execied,0,0,0,1,1
eysier,1,0,0,0,1
facilitated,1,0,0,0,1
faculties,1,0,0,0,1
failures,0,1,0,0,1
fale,1,0,0,0,1
falsea??,1,0,0,0,1
familiar,1,0,0,0,1
famous,0,0,0,1,1
farther,0,0,0,1,1
fasten,1,0,0,0,1
fastest,0,0,0,1,1
fated,1,0,0,0,1
father,1,0,0,0,1
fattened,0,0,0,1,1
fault,1,0,0,0,1
favorably,0,0,0,1,1
favorite,0,0,1,0,1
fear,0,0,0,1,1
feasibilily,0,0,0,1,1
feat,1,0,0,0,1
featured,1,0,0,0,1
feeds,0,0,1,0,1
feeling,0,0,1,0,1
fertilization,0,0,0,1,1
fever,0,1,0,0,1
fick,1,0,0,0,1
fies,1,0,0,0,1
fillin,0,0,0,1,1
filly,0,0,0,1,1
fine,0,0,0,1,1
finishedready,0,0,0,1,1
fitter,1,0,0,0,1
fittle,0,0,0,1,1
fixtur,0,0,0,1,1
fixture,0,0,0,1,1
flat,0,0,0,1,1
flexibility,0,0,0,1,1
fliers,0,0,1,0,1
floods,1,0,0,0,1
floors,0,0,0,1,1
fnanctat,0,0,1,0,1
foam,1,0,0,0,1
foia,1,0,0,0,1
foiiowups,0,0,1,0,1
foils,1,0,0,0,1
forced,1,0,0,0,1
foresees,0,0,0,1,1
forestbased,1,0,0,0,1
forestry,1,0,0,0,1
forget,1,0,0,0,1
forgot,0,0,1,0,1
forma,0,1,0,0,1
formai,1,0,0,0,1
formats,1,0,0,0,1
fortunate,1,0,0,0,1
forty,0,0,1,0,1
forum,1,0,0,0,1
fost,1,0,0,0,1
fourwheele,1,0,0,0,1
fraction,1,0,0,0,1
frameworkand,0,1,0,0,1
frameworks,1,0,0,0,1
franchiser,0,0,0,1,1
francisco,0,0,0,1,1
fraud,0,0,1,0,1
freezer,0,0,1,0,1
freight,0,0,0,1,1
friends,1,0,0,0,1
fromm,1,0,0,0,1
frontline,0,1,0,0,1
frontliner,0,1,0,0,1
frontliners,1,0,0,0,1
frorn,1,0,0,0,1
frults,0,0,0,1,1
fuel,0,0,0,1,1
fulfil,1,0,0,0,1
fulfill,1,0,0,0,1
fulltext,1,0,0,0,1
fundamental,1,0,0,0,1
funactianal,1,0,0,0,1
furictionality,0,0,1,0,1
fya??,1,0,0,0,1
gaats,1,0,0,0,1
gagni,0,0,0,1,1
garnishing,0,0,1,0,1
gateway,1,0,0,0,1
gathers,1,0,0,0,1
gears,0,0,1,0,1
generalization,0,0,1,0,1
generations,1,0,0,0,1
geoserver,1,0,0,0,1
gera??,1,0,0,0,1
gins,1,0,0,0,1
gintongani,0,0,0,1,1
girl,0,1,0,0,1
gisbased,1,0,0,0,1
givena,1,0,0,0,1
gleched,0,0,0,1,1
gloreto,0,0,1,0,1
goodquality,0,1,0,0,1
goolge,1,0,0,0,1
goverment,0,0,0,1,1
govern,0,0,0,1,1
governed,1,0,0,0,1
governments,0,0,0,1,1
gpio,1,0,0,0,1
grabbage,1,0,0,0,1
grade,1,0,0,0,1
graders,1,0,0,0,1
graduating,1,0,0,0,1
grafting,0,0,0,1,1
graham,0,0,1,0,1
grains,0,0,0,1,1
granulated,0,0,0,1,1
graph,0,1,0,0,1
gras,1,0,0,0,1
grasped,1,0,0,0,1
greeting,0,0,1,0,1
griling,0,0,1,0,1
grilled,0,0,1,0,1
grooving,1,0,0,0,1
gross,0,0,0,1,1
grounded,0,0,0,1,1
guality,1,0,0,0,1
guard,0,0,1,0,1
guingona,0,0,0,1,1
gummosis,1,0,0,0,1
gyms,0,0,1,0,1
habit,1,0,0,0,1
half,0,1,0,0,1
hamess,0,0,1,0,1
handed,0,0,1,0,1
handicapped,1,0,0,0,1
happen,0,0,0,1,1
happening,1,0,0,0,1
hardships,1,0,0,0,1
hassles,1,0,0,0,1
havent,0,0,1,0,1
hawilian,0,0,0,1,1
hazards,0,0,0,1,1
headed,0,1,0,0,1
healrth,1,0,0,0,1
healthful,1,0,0,0,1
healthier,1,0,0,0,1
heart,0,0,0,1,1
heer,1,0,0,0,1
height,1,0,0,0,1
heii,1,0,0,0,1
heis,1,0,0,0,1
herd,1,0,0,0,1
herhis,0,1,0,0,1
herzberg,0,0,1,0,1
hesitate,0,0,1,0,1
heuristics,0,1,0,0,1
heve,0,0,0,1,1
highlights,0,0,0,1,1
highoccupancy,1,0,0,0,1
hightech,0,0,1,0,1
highways,0,0,0,1,1
hilly,0,0,0,1,1
hing,1,0,0,0,1
hipon,0,0,1,0,1
hits,0,0,1,0,1
hoan,1,0,0,0,1
hogs,0,0,0,1,1
hole,0,0,0,1,1
holidays,0,0,0,1,1
holy,0,0,1,0,1
homebased,0,0,1,0,1
honesty,0,0,1,0,1
hope,1,0,0,0,1
hose,1,0,0,0,1
hospitality,0,0,0,1,1
hour,0,1,0,0,1
houscetoiet,1,0,0,0,1
htmls5,1,0,0,0,1
hudgens,1,0,0,0,1
huines,0,0,1,0,1
humanities,1,0,0,0,1
husband,0,0,0,1,1
hydrate,1,0,0,0,1
hydroelectric,1,0,0,0,1
hyper,0,1,0,0,1
hyperga,0,1,0,0,1
hypothesized,1,0,0,0,1
identical,0,0,1,0,1
idle,0,0,1,0,1
ieadto,1,0,0,0,1
ignl,1,0,0,0,1
ignore,0,0,1,0,1
ignored,0,0,0,1,1
iheir,1,0,0,0,1
iisieahietaniicai,0,0,1,0,1
iiwe,1,0,0,0,1
illumination,0,1,0,0,1
illustrated,1,0,0,0,1
illustrates,1,0,0,0,1
ilot,1,0,0,0,1
impiemenied,0,1,0,0,1
implementable,0,0,0,1,1
implementand,0,0,1,0,1
implementatio,1,0,0,0,1
implements,1,0,0,0,1
impression,0,0,1,0,1
impressive,0,0,0,1,1
improper,0,0,1,0,1
inadequate,0,0,0,1,1
inae,1,0,0,0,1
inal,1,0,0,0,1
incarfofed,0,0,0,1,1
inclined,1,0,0,0,1
incomplete,0,0,1,0,1
inconsistencies,1,0,0,0,1
incorporates,1,0,0,0,1
incorporating,1,0,0,0,1
incorporators,0,0,0,1,1
increasingdecreasing,0,0,0,1,1
incthe,0,0,1,0,1
incumbent,0,0,0,1,1
indexd1,1,0,0,0,1
indication,0,1,0,0,1
individuala??s,1,0,0,0,1
induced,0,0,1,0,1
inducing,0,0,0,1,1
industrialization,0,0,0,1,1
industrielization,0,0,0,1,1
infant,1,0,0,0,1
infection,0,1,0,0,1
infeqnited,0,0,1,0,1
influenced,0,0,1,0,1
influencing,0,0,1,0,1
informal,0,0,0,1,1
informati,1,0,0,0,1
informationmost,0,0,1,0,1
informed,1,0,0,0,1
infrastructure,0,0,0,1,1
infusion,0,0,0,1,1
initiative,0,0,1,0,1
initiatives,1,0,0,0,1
initlal,0,0,1,0,1
inputting,1,0,0,0,1
inquiries,0,0,0,1,1
insights,0,1,0,0,1
inspected,1,0,0,0,1
inspections,1,0,0,0,1
inspector,1,0,0,0,1
inspiring,0,0,0,1,1
installment,0,0,1,0,1
instantly,1,0,0,0,1
institutiona??,1,0,0,0,1
instructions,0,0,1,0,1
integrate,0,0,0,1,1
integrators,0,0,0,1,1
intellectually,1,0,0,0,1
intelligently,1,0,0,0,1
intensify,0,0,1,0,1
intensive,0,1,0,0,1
interacting,1,0,0,0,1
intercropping,0,0,0,1,1
interestingly,1,0,0,0,1
internetbased,0,0,0,1,1
interpersonal,0,0,1,0,1
intervening,0,0,0,1,1
interviewed,0,0,0,1,1
introduction,0,0,0,1,1
intrusion,1,0,0,0,1
inventorytaking,0,0,1,0,1
investigates,0,1,0,0,1
investrnent,0,0,0,1,1
involvement,1,0,0,0,1
ious,0,1,0,0,1
iron,0,0,0,1,1
irrational,1,0,0,0,1
irrigated,1,0,0,0,1
irritating,0,0,1,0,1
issi,0,1,0,0,1
issuance,0,0,0,1,1
isto,1,0,0,0,1
itary,1,0,0,0,1
itati,1,0,0,0,1
itaa??,1,0,0,0,1
itbased,1,0,0,0,1
itech,0,0,1,0,1
ites,1,0,0,0,1
itreaches,1,0,0,0,1
itsm,1,0,0,0,1
ives,0,0,0,1,1
jaena,0,0,1,0,1
jaguit,0,0,0,1,1
jail,1,0,0,0,1
james,0,1,0,0,1
jaquunu,0,0,1,0,1
jejqao,0,0,1,0,1
jeloueul,0,0,1,0,1
jeloueuy,0,0,1,0,1
jeqien,0,0,1,0,1
jeym,0,0,1,0,1
jjeeww,0,0,1,0,1
jobe,0,0,1,0,1
jocelyn,0,1,0,0,1
joint,0,0,0,1,1
jose,0,0,0,1,1
jousiy,0,0,1,0,1
jqueryajax,1,0,0,0,1
jsatorre,0,0,1,0,1
jsnww,0,0,1,0,1
json,1,0,0,0,1
jsouajul,0,0,1,0,1
juswadui,0,0,1,0,1
jyoueq,0,0,1,0,1
kahoy,0,0,0,1,1
kamoteng,0,0,0,1,1
kananga,0,0,1,0,1
karekare,0,0,1,0,1
keeps,1,0,0,0,1
kernel,0,0,0,1,1
keying,0,1,0,0,1
kitchenware,0,0,1,0,1
knowhow,0,0,0,1,1
kraft,0,0,0,1,1
kudaral,0,0,0,1,1
labelling,0,0,1,0,1
lacking,0,0,1,0,1
lanbased,1,0,0,0,1
landfills,1,0,0,0,1
landmark,0,0,0,1,1
landuse,1,0,0,0,1
langihan,0,0,1,0,1
laptops,1,0,0,0,1
latent,0,1,0,0,1
later,0,0,0,1,1
lathyritic,0,0,0,1,1
lawyer,1,0,0,0,1
lawyers,1,0,0,0,1
leader,0,0,1,0,1
leaflet,1,0,0,0,1
leaflets,0,0,1,0,1
leaming,1,0,0,0,1
lean,0,0,0,1,1
learnin,1,0,0,0,1
legislative,1,0,0,0,1
leisure,0,0,1,0,1
lendings,0,0,1,0,1
lene,1,0,0,0,1
lent,0,0,1,0,1
lergely,1,0,0,0,1
lessens,0,0,0,1,1
letting,0,0,1,0,1
levela??,1,0,0,0,1
levela??,1,0,0,0,1
leverage,0,0,0,1,1
liberally,1,0,0,0,1
libona,0,0,0,1,1
libra,1,0,0,0,1
librak,1,0,0,0,1
licenses,0,0,0,1,1
liek,1,0,0,0,1
lighter,0,0,0,1,1
ligt,1,0,0,0,1
likelihood,0,0,1,0,1
likely,0,1,0,0,1
limits,0,0,1,0,1
ling,1,0,0,0,1
linguistic,0,1,0,0,1
linkages,0,0,0,1,1
liquid,0,0,0,1,1
liquidation,0,0,0,1,1
literacy,0,0,0,1,1
lla??,1,0,0,0,1
loamy,0,0,0,1,1
locality,0,0,0,1,1
lock,0,0,1,0,1
logistics,0,0,1,0,1
loss,0,0,1,0,1
lowcalorie,0,0,0,1,1
lowering,0,0,0,1,1
lowlevel,0,1,0,0,1
lows,1,0,0,0,1
ltereke,1,0,0,0,1
luating,0,0,1,0,1
lucky,0,0,0,1,1
lucrative,0,0,0,1,1
luis,0,0,0,1,1
luna,0,0,1,0,1
lynn,0,0,0,1,1
mack,0,0,0,1,1
macroscopic,0,1,0,0,1
mahay,1,0,0,0,1
maia,1,0,0,0,1
maida,0,0,0,1,1
maintained,0,0,1,0,1
maintains,1,0,0,0,1
makeup,0,0,0,1,1
makin,0,1,0,0,1
malanang,0,0,0,1,1
malfunction,1,0,0,0,1
malw,0,1,0,0,1
managemenis,1,0,0,0,1
mandate,1,0,0,0,1
manifested,0,0,0,1,1
manifold,0,0,0,1,1
manila,0,0,0,1,1
manipulated,1,0,0,0,1
manipulates,0,1,0,0,1
manner,1,0,0,0,1
manokni,0,0,0,1,1
mans,0,0,0,1,1
manufactured,0,0,0,1,1
manufacturer,0,0,0,1,1
marbles,0,0,0,1,1
marcotting,0,0,0,1,1
mare,1,0,0,0,1
marginal,0,0,0,1,1
marketability,0,0,0,1,1
markets,0,0,0,1,1
mars,1,0,0,0,1
mate,1,0,0,0,1
matenals,0,0,1,0,1
mater,1,0,0,0,1
matrices,0,1,0,0,1
matuan,0,0,1,0,1
matured,0,0,0,1,1
meaty,0,0,1,0,1
mebile,1,0,0,0,1
mechelle,0,1,0,0,1
meer,1,0,0,0,1
melting,1,0,0,0,1
memanery,1,0,0,0,1
membersborrower,0,0,1,0,1
memborsborrower,0,0,1,0,1
memorandum,0,0,0,1,1
menges,1,0,0,0,1
ment,0,0,0,1,1
mention,0,0,1,0,1
mentioning,0,0,0,1,1
merchandiser,0,0,1,0,1
mere,1,0,0,0,1
meres,1,0,0,0,1
mess,1,0,0,0,1
mestls,0,0,1,0,1
meth,1,0,0,0,1
methodthe,0,0,1,0,1
methodused,0,0,1,0,1
metro,0,0,0,1,1
microbiologist,0,1,0,0,1
microscope,0,1,0,0,1
middle,0,0,1,0,1
middleware,1,0,0,0,1
migia,1,0,0,0,1
mildew,1,0,0,0,1
miles,1,0,0,0,1
millions,0,0,0,1,1
mind,1,0,0,0,1
minds,1,0,0,0,1
mine,0,1,0,0,1
minimized,0,1,0,0,1
minimizing,0,0,1,0,1
miny,1,0,0,0,1
miscounting,0,0,1,0,1
miss,0,0,1,0,1
mistakenly,0,0,1,0,1
mistakes,1,0,0,0,1
misuse,0,1,0,0,1
mixing,0,0,1,0,1
mlx90614,1,0,0,0,1
mmangium,0,0,0,1,1
mma??,1,0,0,0,1
modes,1,0,0,0,1
molding,1,0,0,0,1
moncgerrent,0,0,0,1,1
monday,0,0,0,1,1
monopolized,0,0,0,1,1
monte,0,0,0,1,1
montile,0,0,1,0,1
moresco,0,0,0,1,1
morphology,0,1,0,0,1
mostly,0,0,0,1,1
motivate,0,0,1,0,1
motivationalfactors,0,0,1,0,1
motivationand,0,0,1,0,1
mould,1,0,0,0,1
mouth,0,0,1,0,1
movies,0,1,0,0,1
mpu6050,1,0,0,0,1
mryl,0,0,0,1,1
mscanner,1,0,0,0,1
muchneeded,1,0,0,0,1
multicriteria,1,0,0,0,1
multiplies,0,1,0,0,1
muritula,0,0,0,1,1
mysol,1,0,0,0,1
nancy,0,0,0,1,1
napkins,0,0,1,0,1
narrow,0,0,0,1,1
nearer,1,0,0,0,1
neda,0,0,0,1,1
neighbors,0,0,1,0,1
neighbouring,0,0,0,1,1
nena,1,0,0,0,1
nevertheless,0,0,1,0,1
news,1,0,0,0,1
nice,1,0,0,0,1
nicknames,0,0,0,1,1
nience,0,0,1,0,1
niezas,0,1,0,0,1
nights,1,0,0,0,1
nilagang,0,0,1,0,1
ninety,0,0,0,1,1
ninetytwo,0,0,0,1,1
nitrogenous,0,0,0,1,1
nned,1,0,0,0,1
nner,1,0,0,0,1
node,1,0,0,0,1
nodemcu,1,0,0,0,1
noise,0,1,0,0,1
nonconflicting,0,1,0,0,1
nonexistence,1,0,0,0,1
nongovernment,1,0,0,0,1
nonmasiers,1,0,0,0,1
nonprofit,0,0,0,1,1
nonsaleable,0,0,1,0,1
nonstock,0,0,0,1,1
nort,0,0,1,0,1
notably,1,0,0,0,1
noted,0,0,0,1,1
nottruetotype,0,0,0,1,1
nova,0,0,1,0,1
novel,0,0,1,0,1
nurture,1,0,0,0,1
nutrients,0,0,0,1,1
nutriment,0,0,0,1,1
nutritiona??s,1,0,0,0,1
o7og,1,0,0,0,1
obligations,0,0,0,1,1
obrero,0,0,1,0,1
observant,0,0,1,0,1
obsess,1,0,0,0,1
oceans,1,0,0,0,1
ochavillo,0,0,0,1,1
ochoa,0,0,0,1,1
odbc,0,1,0,0,1
odege,1,0,0,0,1
odumecnt,0,0,1,0,1
ofaae,0,0,1,0,1
offenders,1,0,0,0,1
officerincharge,1,0,0,0,1
officially,0,0,0,1,1
offspring,1,0,0,0,1
ogee,1,0,0,0,1
olcud,1,0,0,0,1
omea??,1,0,0,0,1
oneyear,0,0,0,1,1
ongoing,1,0,0,0,1
onsenui,1,0,0,0,1
opal,1,0,0,0,1
openended,0,0,0,1,1
opener,0,0,0,1,1
operationalized,0,0,0,1,1
operatronat,0,0,1,0,1
opinion,0,1,0,0,1
oppo,1,0,0,0,1
opted,0,0,0,1,1
optima,1,0,0,0,1
optimize,0,1,0,0,1
option,1,0,0,0,1
orchid,0,0,0,1,1
orem,1,0,0,0,1
ores,1,0,0,0,1
organisms,1,0,0,0,1
organizers,1,0,0,0,1
orient,0,0,1,0,1
oriented,0,1,0,0,1
orma,0,1,0,0,1
osas,1,0,0,0,1
osasguidance,1,0,0,0,1
otherwise,1,0,0,0,1
ouegg,1,0,0,0,1
outcomesbased,1,0,0,0,1
outdated,1,0,0,0,1
outlay,0,0,0,1,1
outpost,1,0,0,0,1
outposts,0,0,0,1,1
outstanding,0,0,1,0,1
oua??,1,0,0,0,1
overages,0,0,1,0,1
overlap,0,1,0,0,1
overly,0,0,0,1,1
ovis,1,0,0,0,1
ownersoperators,1,0,0,0,1
owns,0,0,0,1,1
owa??,1,0,0,0,1
oa??,1,0,0,0,1
p10720298108,0,0,0,1,1
p1085300,0,0,0,1,1
p1085912800,0,0,0,1,1
p1098632194,0,0,0,1,1
p12000,0,0,0,1,1
p1232288385,0,0,0,1,1
p129,0,0,0,1,1
p133164400,0,0,0,1,1
p170000000,0,0,0,1,1
p2246,0,0,0,1,1
p225,0,0,0,1,1
p2326956000,0,0,0,1,1
p2500,0,0,0,1,1
p250000000,0,0,0,1,1
p2526178108,0,0,0,1,1
p295010500,0,0,0,1,1
p30000000,0,0,0,1,1
p3000000000,0,0,0,1,1
p35000000,0,0,0,1,1
p35539100,0,0,0,1,1
p39122300,0,0,0,1,1
p39937100,0,0,0,1,1
p42322764,0,0,0,1,1
p437600000,0,0,0,1,1
p4481010500,0,0,0,1,1
p45000000,0,0,0,1,1
p455500000,0,0,0,1,1
p500,0,0,0,1,1
p59000000,0,0,0,1,1
p60000000,0,0,0,1,1
p7720298108,0,0,0,1,1
p7756520000,0,0,0,1,1
p80000000,0,0,0,1,1
p85000000,0,0,0,1,1
p98730000,0,0,0,1,1
p995686,0,0,0,1,1
paap,1,0,0,0,1
paar,1,0,0,0,1
paat,1,0,0,0,1
pack,0,0,1,0,1
package,0,0,0,1,1
packaging,0,0,0,1,1
packing,0,0,0,1,1
paesa??,1,0,0,0,1
pagasa,1,0,0,0,1
pajeaiep,0,0,1,0,1
palate,1,0,0,0,1
pald,0,0,0,1,1
palq,0,0,1,0,1
parcittes,0,0,0,1,1
pare,1,0,0,0,1
pared,0,0,0,1,1
parentteacher,1,0,0,0,1
pariners,0,0,0,1,1
partial,0,0,1,0,1
participant,0,0,1,0,1
participate,0,0,0,1,1
particle,0,1,0,0,1
partly,0,0,0,1,1
pasiaes,0,0,1,0,1
passing,1,0,0,0,1
paste,0,0,0,1,1
pastureland,1,0,0,0,1
pata,0,0,1,0,1
patientsa??,1,0,0,0,1
patienta??s,1,0,0,0,1
patronage,0,0,1,0,1
payedxe,0,0,1,0,1
payers,0,0,1,0,1
payjesun,0,0,1,0,1
paylun,0,0,1,0,1
pdftxt,1,0,0,0,1
peace,1,0,0,0,1
peas,1,0,0,0,1
peay,1,0,0,0,1
pebeueyy,0,0,1,0,1
pedagogical,1,0,0,0,1
pediatrician,1,0,0,0,1
peer,0,1,0,0,1
pegged,0,0,0,1,1
pelle,1,0,0,0,1
penetration,0,0,0,1,1
pens,0,0,0,1,1
pepe,1,0,0,0,1
perception,1,0,0,0,1
perfect,0,0,0,1,1
perfonn,1,0,0,0,1
performing,0,1,0,0,1
peri,1,0,0,0,1
perimeter,0,0,0,1,1
permanent,0,0,0,1,1
permits,0,0,0,1,1
persistence,0,0,1,0,1
personality,1,0,0,0,1
personne,0,0,0,1,1
persona??,1,0,0,0,1
pertormance,0,0,1,0,1
peseg,0,0,1,0,1
peterson,0,0,0,1,1
pets,1,0,0,0,1
pett,1,0,0,0,1
phoma,1,0,0,0,1
phonology,0,1,0,0,1
phosphorus,0,0,0,1,1
photocopier,0,0,0,1,1
photocopying,0,0,0,1,1
photohapier,0,0,0,1,1
physicals,1,0,0,0,1
physiological,0,0,0,1,1
pian,1,0,0,0,1
pickup,1,0,0,0,1
piet,1,0,0,0,1
piglets,0,0,0,1,1
pilferage,0,0,1,0,1
pill,1,0,0,0,1
pines,1,0,0,0,1
pink,1,0,0,0,1
pinoys,0,0,1,0,1
pisien,0,0,0,1,1
pita,0,0,1,0,1
placed,0,0,0,1,1
playing,1,0,0,0,1
plea,1,0,0,0,1
please,0,0,0,1,1
plot,1,0,0,0,1
pointforward,1,0,0,0,1
political,0,0,0,1,1
pone,1,0,0,0,1
pooh,1,0,0,0,1
poorly,0,0,1,0,1
portability,1,0,0,0,1
portioning,0,0,1,0,1
portlon,0,0,0,1,1
posgre,1,0,0,0,1
posie,1,0,0,0,1
positioned,0,0,0,1,1
postagged,0,1,0,0,1
postal,0,0,1,0,1
posting,1,0,0,0,1
postmodern,0,1,0,0,1
postnatal,1,0,0,0,1
potassium,0,0,0,1,1
pouliry,0,0,0,1,1
poverty,0,0,0,1,1
powdery,1,0,0,0,1
powerful,1,0,0,0,1
practical,1,0,0,0,1
practico,0,0,1,0,1
precounting,0,0,1,0,1
predicated,1,0,0,0,1
predictions,0,1,0,0,1
predominant,0,1,0,0,1
preduce,0,0,0,1,1
pree,1,0,0,0,1
preference,0,0,0,1,1
prefers,0,0,0,1,1
premium,0,0,1,0,1
preparations,0,0,0,1,1
preprocessed,1,0,0,0,1
presbitero,0,1,0,0,1
preserving,0,0,0,1,1
prevails,0,0,0,1,1
prevalence,0,0,0,1,1
prevented,0,1,0,0,1
previously,0,0,0,1,1
priced,0,0,0,1,1
pride,0,0,0,1,1
principal,1,0,0,0,1
prioritizing,1,0,0,0,1
priority,0,1,0,0,1
privately,0,0,0,1,1
probable,0,0,1,0,1
problerns,1,0,0,0,1
productions,1,0,0,0,1
profession,0,1,0,0,1
profi,0,0,0,1,1
profiles,1,0,0,0,1
profound,0,0,0,1,1
progress,0,0,0,1,1
progressive,0,0,0,1,1
projecte,0,0,0,1,1
projecting,0,0,0,1,1
projecta??s,1,0,0,0,1
promises,0,1,0,0,1
promos,0,0,0,1,1
propagated,0,0,0,1,1
proponenis,1,0,0,0,1
proprietor,0,0,0,1,1
proprietorshipwith,0,0,0,1,1
propriactaire,0,0,1,0,1
prospective,0,0,0,1,1
prospectus,0,0,0,1,1
prosper,0,0,0,1,1
prosperidad,0,0,0,1,1
protective,0,0,1,0,1
proven,1,0,0,0,1
provinces,0,0,0,1,1
provision,1,0,0,0,1
psychological,1,0,0,0,1
psychomotor,1,0,0,0,1
publications,0,0,1,0,1
puke,0,0,1,0,1
pull,1,0,0,0,1
pulledout,0,0,1,0,1
pulling,0,0,1,0,1
punctuality,0,0,1,0,1
punta,0,0,0,1,1
push,1,0,0,0,1
putting,0,0,0,1,1
puuno,0,0,1,0,1
qgis,1,0,0,0,1
qualitatively,0,0,0,1,1
qualization,0,1,0,0,1
quantify,0,0,1,0,1
quantitatively,0,0,0,1,1
quickly,1,0,0,0,1
quickness,1,0,0,0,1
quiet,0,0,1,0,1
quite,0,0,1,0,1
